n_clusters,n_dims,n_samples,algorithm,param,distance_calculations_average,fit_time_average
3,8,4000000,rpkm,5.0,75768.9,6.033652210235596
3,8,4000000,rpkm,6.0,231528.0,9.299705266952515
9,2,4000,k-means++,0,680400.0,0.00886383056640625
9,2,4000,mb-kmeans,100.0,181260.0,0.04885010719299317
9,2,4000,mb-kmeans,500.0,198450.0,0.052755188941955564
9,2,4000,mb-kmeans,1000.0,237600.0,0.05034701824188233
9,2,4000,rpkm,1.0,334.8,0.007750940322875976
9,2,4000,rpkm,2.0,1449.9,0.01230168342590332
9,2,4000,rpkm,3.0,7577.1,0.021396327018737792
9,2,4000,rpkm,4.0,29544.3,0.042953896522521975
9,2,4000,rpkm,5.0,74567.7,0.0783656120300293
9,2,4000,rpkm,6.0,142921.8,0.13105316162109376
9,2,12000,k-means++,0,2106000.0,0.014077901840209961
9,2,12000,mb-kmeans,100.0,541170.0,0.12656140327453613
9,2,12000,mb-kmeans,500.0,547650.0,0.05272486209869385
9,2,12000,mb-kmeans,1000.0,567900.0,0.06309592723846436
9,2,12000,rpkm,1.0,300.6,0.011165761947631836
9,2,12000,rpkm,2.0,1563.3,0.017101693153381347
9,2,12000,rpkm,3.0,6096.6,0.026668787002563477
9,2,12000,rpkm,4.0,27625.5,0.048562932014465335
9,2,12000,rpkm,5.0,76779.0,0.10473480224609374
9,2,12000,rpkm,6.0,244343.7,0.2390974283218384
9,2,40000,k-means++,0,6552000.0,0.02643282413482666
9,2,40000,mb-kmeans,100.0,1800990.0,0.15023839473724365
9,2,40000,mb-kmeans,500.0,1804950.0,0.07786946296691895
9,2,40000,mb-kmeans,1000.0,1816200.0,0.0968097448348999
9,2,40000,rpkm,1.0,251.1,0.024214816093444825
9,2,40000,rpkm,2.0,1563.3,0.03399734497070313
9,2,40000,rpkm,3.0,8288.1,0.048505115509033206
9,2,40000,rpkm,4.0,29314.8,0.07568387985229492
9,2,40000,rpkm,5.0,164776.5,0.1449962854385376
9,2,40000,rpkm,6.0,249425.1,0.33631899356842043
9,2,120000,k-means++,0,19332000.0,0.06824600696563721
9,2,120000,mb-kmeans,100.0,5400990.0,0.4017773628234863
9,2,120000,mb-kmeans,500.0,5405850.0,0.12273514270782471
9,2,120000,mb-kmeans,1000.0,5414400.0,0.13821182250976563
9,2,120000,rpkm,1.0,281.7,0.06345419883728028
9,2,120000,rpkm,2.0,1647.0,0.08585855960845948
9,2,120000,rpkm,3.0,7462.8,0.10802156925201416
9,2,120000,rpkm,4.0,32368.5,0.14962799549102784
9,2,120000,rpkm,5.0,195377.4,0.24362432956695557
9,2,120000,rpkm,6.0,362171.7,0.4935749053955078
9,2,400000,k-means++,0,74520000.0,0.13473010063171387
9,2,400000,mb-kmeans,100.0,18000900.0,1.5842582702636718
9,2,400000,mb-kmeans,500.0,18004950.0,0.6712725400924683
9,2,400000,mb-kmeans,1000.0,18009900.0,0.20305941104888917
9,2,400000,rpkm,1.0,297.0,0.1255859613418579
9,2,400000,rpkm,2.0,1640.7,0.17253999710083007
9,2,400000,rpkm,3.0,7457.4,0.22039413452148438
9,2,400000,rpkm,4.0,31275.9,0.28606376647949217
9,2,400000,rpkm,5.0,134287.2,0.3723520517349243
9,2,400000,rpkm,6.0,625066.2,0.5423023223876953
9,2,1200000,k-means++,0,206280000.0,0.42400007247924804
9,2,1200000,mb-kmeans,100.0,54000900.0,1.5421356439590455
9,2,1200000,mb-kmeans,500.0,54004500.0,1.3399199008941651
9,2,1200000,mb-kmeans,1000.0,54009900.0,0.7461218118667603
9,2,1200000,rpkm,1.0,351.0,0.36914083957672117
9,2,1200000,rpkm,2.0,1588.5,0.5136562347412109
9,2,1200000,rpkm,3.0,7002.9,0.6661720991134643
9,2,1200000,rpkm,4.0,24441.3,0.881242036819458
9,2,1200000,rpkm,5.0,169905.6,1.082381010055542
9,2,1200000,rpkm,6.0,354498.3,1.4268006801605224
9,2,4000000,k-means++,0,583200000.0,1.7204374074935913
9,2,4000000,mb-kmeans,100.0,180000900.0,4.260763430595398
9,2,4000000,mb-kmeans,500.0,180004500.0,2.2050885200500487
9,2,4000000,mb-kmeans,1000.0,180009900.0,3.3296688079833983
9,2,4000000,rpkm,1.0,378.9,1.3449758529663085
9,2,4000000,rpkm,2.0,1572.3,1.7900326251983643
9,2,4000000,rpkm,3.0,8470.8,2.494164800643921
9,2,4000000,rpkm,4.0,41648.4,3.2212886095046995
9,2,4000000,rpkm,5.0,127836.0,4.130580902099609
9,2,4000000,rpkm,6.0,355946.4,5.244010877609253
9,4,4000,k-means++,0,626400.0,0.0064506053924560545
9,4,4000,mb-kmeans,100.0,181620.0,0.05387635231018066
9,4,4000,mb-kmeans,500.0,195750.0,0.029723334312438964
9,4,4000,mb-kmeans,1000.0,236700.0,0.03281509876251221
9,4,4000,rpkm,1.0,693.0,0.004599189758300782
9,4,4000,rpkm,2.0,4086.0,0.009906291961669922
9,4,4000,rpkm,3.0,19588.5,0.02053518295288086
9,4,4000,rpkm,4.0,62073.9,0.04467885494232178
9,4,4000,rpkm,5.0,150819.3,0.1004502534866333
9,4,4000,rpkm,6.0,203366.7,0.18190889358520507
9,4,12000,k-means++,0,2149200.0,0.010696172714233398
9,4,12000,mb-kmeans,100.0,541080.0,0.08274157047271728
9,4,12000,mb-kmeans,500.0,549900.0,0.04851608276367188
9,4,12000,mb-kmeans,1000.0,575100.0,0.05419948101043701
9,4,12000,rpkm,1.0,398.7,0.0069716453552246095
9,4,12000,rpkm,2.0,2836.8,0.012646222114562988
9,4,12000,rpkm,3.0,19711.8,0.021938323974609375
9,4,12000,rpkm,4.0,87590.7,0.05719935894012451
9,4,12000,rpkm,5.0,254078.1,0.1325209617614746
9,4,12000,rpkm,6.0,500310.0,0.28325743675231935
9,4,40000,k-means++,0,8100000.0,0.0219132661819458
9,4,40000,mb-kmeans,100.0,1801080.0,0.27201592922210693
9,4,40000,mb-kmeans,500.0,1807200.0,0.08955898284912109
9,4,40000,mb-kmeans,1000.0,1817100.0,0.07371690273284912
9,4,40000,rpkm,1.0,234.9,0.01485142707824707
9,4,40000,rpkm,2.0,2371.5,0.023298478126525878
9,4,40000,rpkm,3.0,16007.4,0.037012243270874025
9,4,40000,rpkm,4.0,76520.7,0.06939184665679932
9,4,40000,rpkm,5.0,303183.9,0.16659145355224608
9,4,40000,rpkm,6.0,760676.4,0.37464721202850343
9,4,120000,k-means++,0,25488000.0,0.05053489208221436
9,4,120000,mb-kmeans,100.0,5400990.0,0.4397099256515503
9,4,120000,mb-kmeans,500.0,5405850.0,0.17429206371307374
9,4,120000,mb-kmeans,1000.0,5413500.0,0.13418540954589844
9,4,120000,rpkm,1.0,297.0,0.035653090476989745
9,4,120000,rpkm,2.0,2448.0,0.0560908317565918
9,4,120000,rpkm,3.0,16121.7,0.0792694330215454
9,4,120000,rpkm,4.0,76806.0,0.12385327816009521
9,4,120000,rpkm,5.0,432656.1,0.2552425622940063
9,4,120000,rpkm,6.0,1460988.9,0.608742642402649
9,4,400000,k-means++,0,92880000.0,0.1590952157974243
9,4,400000,mb-kmeans,100.0,18000900.0,1.3632900714874268
9,4,400000,mb-kmeans,500.0,18004500.0,0.38584630489349364
9,4,400000,mb-kmeans,1000.0,18011700.0,0.30902414321899413
9,4,400000,rpkm,1.0,312.3,0.11981790065765381
9,4,400000,rpkm,2.0,2160.0,0.1753626585006714
9,4,400000,rpkm,3.0,17632.8,0.2332679510116577
9,4,400000,rpkm,4.0,74238.3,0.34342207908630373
9,4,400000,rpkm,5.0,578817.9,0.5404659271240234
9,4,400000,rpkm,6.0,1922762.7,1.1249830722808838
9,4,1200000,k-means++,0,258120000.0,0.4935190677642822
9,4,1200000,mb-kmeans,100.0,54000900.0,3.6871535062789915
9,4,1200000,mb-kmeans,500.0,54004950.0,1.21337833404541
9,4,1200000,mb-kmeans,1000.0,54009900.0,1.0771710872650146
9,4,1200000,rpkm,1.0,324.9,0.3354549169540405
9,4,1200000,rpkm,2.0,2693.7,0.5035301208496094
9,4,1200000,rpkm,3.0,18661.5,0.7155904769897461
9,4,1200000,rpkm,4.0,89847.0,0.983873724937439
9,4,1200000,rpkm,5.0,809340.3,1.732429075241089
9,4,1200000,rpkm,6.0,2583459.9,3.6296139001846313
9,4,4000000,k-means++,0,986400000.0,1.9673470973968505
9,4,4000000,mb-kmeans,100.0,180000900.0,5.98251314163208
9,4,4000000,mb-kmeans,500.0,180004500.0,4.268656396865845
9,4,4000000,mb-kmeans,1000.0,180009900.0,3.061420750617981
9,4,4000000,rpkm,1.0,418.5,1.1040211915969849
9,4,4000000,rpkm,2.0,2782.8,2.279585099220276
9,4,4000000,rpkm,3.0,23247.9,4.097543072700501
9,4,4000000,rpkm,4.0,151531.2,5.475658416748047
9,4,4000000,rpkm,5.0,854822.7,7.257154273986816
9,4,4000000,rpkm,6.0,3951431.1,11.032515859603881
9,8,4000,k-means++,0,705600.0,0.007703924179077148
9,8,4000,mb-kmeans,100.0,181530.0,0.04975450038909912
9,8,4000,mb-kmeans,500.0,198900.0,0.03572955131530762
9,8,4000,mb-kmeans,1000.0,233100.0,0.03181746006011963
9,8,4000,rpkm,1.0,1359.9,0.00489964485168457
9,8,4000,rpkm,2.0,7682.4,0.012317585945129394
9,8,4000,rpkm,3.0,53407.8,0.03013124465942383
9,8,4000,rpkm,4.0,144077.4,0.0695408821105957
9,8,4000,rpkm,5.0,297194.4,0.13197360038757325
9,8,4000,rpkm,6.0,388469.7,0.22668397426605225
9,8,12000,k-means++,0,2721600.0,0.012438392639160157
9,8,12000,mb-kmeans,100.0,541260.0,0.12632336616516113
9,8,12000,mb-kmeans,500.0,549900.0,0.047487425804138186
9,8,12000,mb-kmeans,1000.0,567000.0,0.04141855239868164
9,8,12000,rpkm,1.0,1496.7,0.007854270935058593
9,8,12000,rpkm,2.0,9418.5,0.017812609672546387
9,8,12000,rpkm,3.0,52879.5,0.045668411254882815
9,8,12000,rpkm,4.0,204939.0,0.17722749710083008
9,8,12000,rpkm,5.0,387307.8,0.42342391014099123
9,8,12000,rpkm,6.0,565323.3,0.9096588373184205
9,8,40000,k-means++,0,7344000.0,0.023601531982421875
9,8,40000,mb-kmeans,100.0,1800900.0,0.19063544273376465
9,8,40000,mb-kmeans,500.0,1808100.0,0.11081521511077881
9,8,40000,mb-kmeans,1000.0,1815300.0,0.062312746047973634
9,8,40000,rpkm,1.0,1495.8,0.018846464157104493
9,8,40000,rpkm,2.0,11486.7,0.03346419334411621
9,8,40000,rpkm,3.0,104996.7,0.06818852424621583
9,8,40000,rpkm,4.0,386981.1,0.1747974157333374
9,8,40000,rpkm,5.0,707544.9,0.3638589859008789
9,8,40000,rpkm,6.0,1681715.7,0.8184298992156982
9,8,120000,k-means++,0,28404000.0,0.057291078567504886
9,8,120000,mb-kmeans,100.0,5400900.0,0.40718421936035154
9,8,120000,mb-kmeans,500.0,5404950.0,0.15333595275878906
9,8,120000,mb-kmeans,1000.0,5413500.0,0.15993330478668213
9,8,120000,rpkm,1.0,1794.6,0.04757061004638672
9,8,120000,rpkm,2.0,14164.2,0.07843303680419922
9,8,120000,rpkm,3.0,107891.1,0.13014864921569824
9,8,120000,rpkm,4.0,380154.6,0.2679492473602295
9,8,120000,rpkm,5.0,1115559.0,0.6077151298522949
9,8,120000,rpkm,6.0,1724333.4,1.6110419511795044
9,8,400000,k-means++,0,78480000.0,0.19798874855041504
9,8,400000,mb-kmeans,100.0,18000900.0,1.751421070098877
9,8,400000,mb-kmeans,500.0,18004500.0,0.3288421154022217
9,8,400000,mb-kmeans,1000.0,18010800.0,0.3550026178359985
9,8,400000,rpkm,1.0,1845.9,0.1589634656906128
9,8,400000,rpkm,2.0,15793.2,0.2520609378814697
9,8,400000,rpkm,3.0,126054.0,0.38642077445983886
9,8,400000,rpkm,4.0,455181.3,0.648113751411438
9,8,400000,rpkm,5.0,1509958.8,1.4394656896591187
9,8,400000,rpkm,6.0,3476741.4,3.787272095680237
9,8,1200000,k-means++,0,260280000.0,0.5768042802810669
9,8,1200000,mb-kmeans,100.0,54000900.0,2.135171151161194
9,8,1200000,mb-kmeans,500.0,54004500.0,1.600732946395874
9,8,1200000,mb-kmeans,1000.0,54010800.0,0.905810809135437
9,8,1200000,rpkm,1.0,2287.8,0.48297317028045655
9,8,1200000,rpkm,2.0,18096.3,0.7475772380828858
9,8,1200000,rpkm,3.0,103077.9,1.0898218393325805
9,8,1200000,rpkm,4.0,745622.1,1.6681172847747803
9,8,1200000,rpkm,5.0,2344565.7,2.8364754199981688
9,8,1200000,rpkm,6.0,4483117.8,6.992003464698792
9,8,4000000,k-means++,0,727200000.0,2.1661705493927004
9,8,4000000,mb-kmeans,100.0,180000900.0,7.751499962806702
9,8,4000000,mb-kmeans,500.0,180004500.0,4.039336323738098
9,8,4000000,mb-kmeans,1000.0,180009000.0,2.8504515171051024
9,8,4000000,rpkm,1.0,1375.2,1.3954057455062867
9,8,4000000,rpkm,2.0,12645.0,2.411432218551636
9,8,4000000,rpkm,3.0,92159.1,3.7524072885513307
9,8,4000000,rpkm,4.0,513002.7,5.506865906715393
9,8,4000000,rpkm,5.0,2508741.0,8.214273047447204
9,8,4000000,rpkm,6.0,10906568.1,15.7564617395401
