n_clusters,n_dims,n_samples,algorithm,param,silhouette,calinski_harabasz,davies_bouldin
9,8,100.0,rpkm,1.0,0.26063670700978303,27.948963186284466,1.2414053883413243
9,8,100.0,rpkm,2.0,0.27264135291930836,29.42396920818671,1.2129193401923963
9,8,100.0,rpkm,3.0,0.27264135291930836,29.42396920818671,1.2129193401923963
9,8,100.0,rpkm,4.0,0.27264135291930836,29.42396920818671,1.2129193401923963
9,8,100.0,rpkm,5.0,0.27264135291930836,29.42396920818671,1.2129193401923963
9,8,100.0,rpkm,6.0,0.27264135291930836,29.42396920818671,1.2129193401923963
9,8,1000.0,k-means++,None,0.30713701267206295,325.3891778938404,1.3180884239852435
9,8,1000.0,mb-kmeans,100.0,0.3000446956957395,320.61494027211904,1.3838395240499117
9,8,1000.0,mb-kmeans,500.0,0.30840654819673424,330.53741739351796,1.3224308525125756
9,8,1000.0,mb-kmeans,1000.0,0.3068807232216071,326.11213758564526,1.3532412296024992
9,8,1000.0,rpkm,1.0,0.2779812602020379,289.98443451486276,1.480755959298063
9,8,1000.0,rpkm,2.0,0.2899184590489453,298.79814606892086,1.429692943517284
9,8,1000.0,rpkm,3.0,0.30046917574582044,307.3045454454319,1.3867954642411235
9,8,1000.0,rpkm,4.0,0.30046917574582044,307.3045454454319,1.3867954642411235
9,8,1000.0,rpkm,5.0,0.30046917574582044,307.3045454454319,1.3867954642411235
9,8,1000.0,rpkm,6.0,0.30046917574582044,307.3045454454319,1.3867954642411235
9,8,10000.0,k-means++,None,0.30959760314368046,3268.3450889900473,1.3386276835883395
9,8,10000.0,mb-kmeans,100.0,0.2984998259830207,3223.2032675087,1.4427358714034757
9,8,10000.0,mb-kmeans,500.0,0.31260536507308545,3309.9257942864824,1.3424097538622384
9,8,10000.0,mb-kmeans,1000.0,0.3266016112182833,3465.6396600104463,1.2075968134808774
9,8,10000.0,rpkm,1.0,0.27604574509318375,2961.439654550263,1.5451048508222576
9,8,10000.0,rpkm,2.0,0.2964741240636807,3139.1780750782737,1.4359149640320759
9,8,10000.0,rpkm,3.0,0.3097637030721515,3242.068194082317,1.3491332626111787
9,8,10000.0,rpkm,4.0,0.3096972879675105,3242.8691981012307,1.3444557392031704
9,8,10000.0,rpkm,5.0,0.30970123719478815,3242.8764092732235,1.3444151215502331
9,8,10000.0,rpkm,6.0,0.30970123719478815,3242.8764092732235,1.3444151215502331
